scenario,algorithm,net_congested_level,total_allocate_bw,expected_allocated_bw,updated_allocated_bw,allocated_bw,net_latency,desired_net_latency,e2e_latency,average_fps,standard_fps,standard_8k,standard_4k,standard_2k,standard_1k,high_fps,high_8k,high_4k,high_2k,high_1k,full_8k
scenario 1,alg2,4.69,237038,242351,235274,235.27,3.47,3.33,7.68,57.66,26.38,12,10,2,0,58.42,959,13,4,0,820
scenario 1,alg2,3.97,235274,242657,237132,237.13,2.9,3.31,7.66,58.04,26.58,12,9,3,0,58.82,959,14,3,0,859
scenario 1,alg2,4.43,237132,242551,238049,238.05,3.11,3.33,7.69,58.16,26.56,15,8,2,0,58.97,958,14,3,0,871
scenario 1,alg2,4.66,238049,242917,236826,236.83,3.38,3.32,7.67,57.8,26.46,20,6,2,0,58.71,957,13,2,0,845
scenario 1,alg2,4.78,236826,242955,234613,234.61,3.59,3.36,7.72,57.45,27.12,20,5,1,0,58.25,959,12,3,0,800
scenario 1,alg2,4.56,234613,243137,238690,238.69,3.2,3.34,7.69,58.14,26.46,21,2,1,0,58.92,962,10,3,1,872
scenario 1,alg2,4.01,238690,243662,239058,239.06,2.87,3.29,7.64,58.22,26.78,20,2,1,0,58.96,964,8,4,1,873
scenario 1,alg2,4.16,239058,244064,238188,238.19,3.0,3.33,7.67,58.13,27.27,16,4,2,0,58.83,966,7,3,2,858
scenario 1,alg2,4.88,238188,244047,237734,237.73,3.52,3.27,7.61,57.83,25.91,16,4,2,0,58.55,970,4,3,1,837
scenario 1,alg2,4.23,237734,244710,238986,238.99,3.04,3.31,7.66,58.15,26.57,13,5,3,0,58.83,969,6,2,2,865
scenario 1,alg2,4.59,238986,244498,240567,240.57,3.3,3.31,7.66,58.54,28.32,12,5,2,0,59.13,969,7,4,1,893
scenario 1,alg2,4.81,240567,244718,236524,236.52,3.55,3.33,7.68,57.85,26.15,6,4,3,0,58.27,975,7,5,0,816
scenario 1,alg2,4.52,236524,244712,239595,239.59,3.22,3.28,7.64,58.43,27.07,8,3,4,0,58.91,970,10,5,0,873
scenario 1,alg2,4.36,239595,244743,239295,239.29,3.14,3.34,7.69,58.43,26.12,9,6,1,0,58.96,970,6,7,1,880
scenario 1,alg2,4.69,239295,244071,236591,236.59,3.47,3.31,7.65,57.82,25.68,10,8,1,0,58.45,968,5,8,0,825
scenario 1,alg2,4.53,236591,244085,239547,239.55,3.28,3.33,7.68,58.34,26.55,12,9,1,0,59.06,967,4,7,0,883
scenario 1,alg2,4.35,239547,244092,240386,240.39,3.11,3.3,7.65,58.49,26.75,9,10,1,0,59.14,969,9,2,0,894
scenario 1,alg2,4.22,240386,244456,240666,240.67,3.0,3.33,7.68,58.51,26.7,9,11,0,0,59.16,970,9,1,0,897
scenario 1,alg2,4.27,240666,244638,240101,240.1,3.04,3.33,7.68,58.44,26.63,9,9,1,0,59.05,971,8,2,0,887
scenario 1,alg2,4.27,240101,244638,240476,240.48,3.02,3.31,7.66,58.43,27.3,13,6,1,0,59.07,969,10,1,0,888
scenario 1,alg2,4.13,240476,244908,241112,241.11,2.95,3.3,7.65,58.65,26.86,11,3,0,0,59.1,971,13,2,0,896
scenario 1,alg2,4.93,241112,245201,235232,235.23,3.68,3.29,7.64,57.39,26.33,12,3,0,0,57.86,973,11,1,0,774
scenario 1,alg2,4.78,235232,245516,238477,238.48,3.48,3.33,7.67,58.03,27.18,13,4,0,0,58.56,973,9,1,0,838
scenario 1,alg2,4.57,238477,245626,240159,240.16,3.29,3.36,7.71,58.31,26.71,14,3,0,0,58.86,974,8,1,0,872
scenario 1,alg2,4.66,240159,245589,235914,235.91,3.47,3.33,7.69,57.59,26.5,9,3,0,0,57.97,976,8,4,0,785
scenario 1,alg2,4.61,235914,245737,240780,240.78,3.3,3.33,7.68,58.53,26.79,7,7,0,0,58.98,977,7,2,0,883
scenario 1,alg2,4.83,240780,245763,237433,237.43,3.54,3.34,7.69,57.84,26.31,9,6,1,0,58.35,975,7,1,1,820
scenario 1,alg2,4.37,237433,245458,241100,241.1,3.08,3.38,7.72,58.52,27.12,10,6,1,0,59.07,975,6,2,0,892
scenario 1,alg2,4.29,241100,245550,239904,239.9,3.07,3.35,7.71,58.47,27.33,8,3,1,0,58.85,973,13,2,0,875
scenario 1,alg2,4.67,239904,245095,239482,239.48,3.35,3.38,7.73,58.41,27.07,10,2,3,0,58.88,971,12,2,0,872
scenario 1,alg2,4.67,239482,244760,241007,241.01,3.38,3.35,7.71,58.57,26.5,11,4,1,0,59.09,973,9,2,0,889
scenario 1,alg2,4.76,241007,245590,239492,239.49,3.42,3.37,7.72,58.12,25.72,14,4,0,0,58.72,974,4,4,0,856
scenario 1,alg2,4.8,239492,245718,241318,241.32,3.45,3.4,7.76,58.51,26.68,15,3,1,0,59.12,973,5,3,0,894
scenario 1,alg2,4.47,241318,245625,241088,241.09,3.17,3.41,7.77,58.5,27.94,13,2,1,0,59.0,975,8,1,0,885
scenario 1,alg2,4.91,241088,245898,238912,238.91,3.53,3.38,7.74,58.09,26.15,8,4,1,0,58.51,979,7,1,0,840
scenario 1,alg2,4.21,238912,246108,242036,242.04,2.95,3.41,7.78,58.66,26.31,8,4,1,0,59.09,980,6,1,0,893
scenario 1,alg2,4.38,242036,246675,241315,241.31,3.14,3.4,7.76,58.43,26.94,13,3,2,0,59.01,978,3,1,0,886
scenario 1,alg2,4.09,241315,246191,241085,241.09,2.92,3.35,7.72,58.57,27.23,11,2,0,0,58.98,977,6,4,0,888
scenario 1,alg2,4.74,241085,245810,242108,242.11,3.39,3.36,7.71,58.74,27.7,8,2,0,0,59.06,980,7,3,0,897
scenario 1,alg2,4.56,242108,246476,241585,241.59,3.19,3.38,7.74,58.77,25.43,4,3,0,0,59.0,983,6,4,0,891
scenario 1,alg2,4.16,241585,246371,243023,243.02,2.89,3.34,7.71,58.77,26.27,9,6,0,0,59.26,980,4,1,0,910
scenario 1,alg2,4.27,243023,246792,242651,242.65,2.99,3.31,7.67,58.66,26.29,12,5,0,0,59.22,979,3,1,0,908
scenario 1,alg2,4.94,242651,246462,238633,238.63,3.61,3.38,7.74,57.99,28.5,10,4,0,0,58.41,978,7,1,0,830
scenario 1,alg2,5.07,238633,246316,235948,235.95,3.76,3.33,7.7,57.46,26.2,8,1,1,0,57.77,982,7,1,0,770
scenario 1,alg2,4.48,235948,246758,241807,241.81,3.16,3.33,7.69,58.66,27.3,8,1,1,0,58.98,982,6,2,0,887
scenario 1,alg2,4.8,241807,246785,242435,242.44,3.3,3.3,7.66,58.77,26.91,9,2,0,0,59.12,980,7,2,0,898
scenario 1,alg2,4.33,242435,246824,242809,242.81,3.01,3.27,7.64,58.73,25.64,11,3,0,0,59.2,981,4,0,1,908
scenario 1,alg2,4.34,242809,246689,242466,242.47,3.03,3.31,7.66,58.73,27.43,10,4,0,0,59.18,980,4,0,2,903
scenario 1,alg2,4.2,242466,246581,242241,242.24,2.99,3.28,7.64,58.65,27.5,11,1,2,0,59.09,979,7,0,0,898
scenario 1,alg2,4.55,242241,246548,242157,242.16,3.22,3.27,7.63,58.72,26.3,6,2,2,0,59.04,983,7,0,0,896
scenario 2,alg2,2.74,128983,149448,147481,73.74,3.12,3.27,7.63,40.7,26.57,221,249,282,176,52.94,334,260,222,256,147
scenario 2,alg2,2.72,147481,168015,165680,82.84,2.77,3.27,7.63,42.53,26.72,227,232,260,104,53.58,409,264,240,264,229
scenario 2,alg2,3.38,165680,185737,183035,91.52,3.1,3.29,7.64,43.39,26.35,248,225,273,14,53.84,473,251,255,261,294
scenario 2,alg2,3.54,183035,203069,199399,99.7,2.98,3.27,7.63,43.83,26.21,260,223,256,16,54.52,538,243,283,181,358
scenario 2,alg2,4.0,199399,219578,215201,107.6,3.12,3.29,7.64,43.96,26.35,256,236,264,22,55.17,620,229,260,113,417
scenario 2,alg2,4.41,215201,236196,232221,116.11,3.22,3.29,7.65,43.8,26.28,242,262,256,23,55.08,702,220,265,30,481
scenario 2,alg2,4.2,232221,253876,249706,124.85,2.85,3.32,7.67,44.87,26.52,234,285,180,18,55.12,777,220,259,27,561
scenario 2,alg2,4.89,249706,270741,264593,132.3,3.16,3.32,7.68,46.61,26.91,226,264,112,19,55.48,843,239,265,32,627
scenario 2,alg2,5.53,264593,285571,272818,136.41,3.46,3.3,7.66,47.02,26.24,223,268,40,33,55.18,892,256,250,38,617
scenario 2,alg2,5.44,272818,296436,284753,142.38,3.34,3.28,7.63,47.01,26.06,223,245,50,71,55.76,949,263,169,30,679
scenario 2,alg2,5.48,284753,307840,301174,150.59,3.1,3.32,7.68,47.72,26.46,238,240,51,65,56.69,1005,254,121,26,791
scenario 2,alg2,6.24,301174,321906,305085,152.54,3.58,3.29,7.66,46.94,26.38,257,216,49,80,55.79,1049,261,54,34,736
scenario 2,alg2,6.42,305085,330247,304276,152.14,3.89,3.31,7.67,46.97,26.18,268,150,32,117,55.2,1085,238,47,63,707
scenario 2,alg2,6.25,304276,332085,321926,160.96,3.33,3.27,7.63,48.47,26.7,253,111,21,123,55.88,1154,220,56,62,789
scenario 2,alg2,6.41,321926,348947,333932,166.97,3.37,3.29,7.65,49.31,26.54,254,58,36,123,56.32,1214,203,50,62,879
scenario 2,alg2,6.89,333932,358413,344799,172.4,3.51,3.28,7.64,49.5,26.02,241,59,59,94,56.38,1274,152,34,87,944
scenario 2,alg2,7.27,344799,368205,359871,179.94,3.43,3.29,7.66,50.94,26.81,218,62,61,81,57.39,1335,117,26,100,1085
scenario 2,alg2,6.61,359871,378941,369429,184.71,3.13,3.26,7.62,51.61,26.97,203,55,62,55,57.3,1406,67,38,114,1133
scenario 2,alg2,6.89,369429,388297,377616,188.81,3.18,3.29,7.66,52.23,26.19,159,40,90,24,57.06,1453,70,68,96,1174
scenario 2,alg2,7.5,377616,396056,356586,178.29,4.03,3.31,7.67,51.21,26.25,129,23,92,96,56.32,1443,80,61,76,1026
scenario 2,alg2,6.35,356586,381407,373750,186.88,3.0,3.3,7.67,52.05,26.25,83,35,100,99,56.91,1503,66,62,52,1086
scenario 2,alg2,6.77,373750,398025,385333,192.67,3.13,3.3,7.66,52.43,26.56,91,63,94,97,57.82,1499,47,79,30,1281
scenario 2,alg2,7.06,385333,399518,387008,193.5,3.21,3.33,7.69,53.4,26.57,89,64,78,42,57.64,1502,38,93,94,1301
scenario 2,alg2,7.41,387008,400420,387644,193.82,3.37,3.33,7.69,53.99,27.27,82,59,63,43,57.75,1505,46,101,101,1309
scenario 2,alg2,7.79,387644,400785,372711,186.36,3.74,3.35,7.71,52.79,25.58,60,72,38,89,56.84,1511,67,82,81,1137
scenario 2,alg2,6.97,372711,394070,386425,193.21,3.18,3.33,7.69,52.74,25.82,50,92,83,83,57.64,1524,65,68,35,1249
scenario 2,alg2,7.65,386425,403175,389388,194.69,3.4,3.34,7.7,53.19,26.89,57,92,82,87,58.16,1520,63,59,40,1311
scenario 2,alg2,7.41,389388,403261,384993,192.5,3.39,3.31,7.67,52.73,26.38,81,82,73,59,57.29,1505,71,48,81,1238
scenario 2,alg2,7.44,384993,401684,391696,195.85,3.39,3.34,7.7,53.97,26.46,80,66,38,62,57.83,1503,89,87,75,1351
scenario 2,alg2,7.5,391696,402574,393997,197.0,3.38,3.33,7.68,54.7,27.39,73,62,44,49,58.21,1517,94,82,79,1356
scenario 2,alg2,6.87,393997,405698,395281,197.64,3.08,3.35,7.71,54.03,25.56,81,57,81,25,57.99,1534,84,78,60,1347
scenario 2,alg2,7.7,395281,408181,396413,198.21,3.44,3.38,7.74,53.44,25.82,99,87,76,26,58.08,1529,71,49,63,1337
scenario 2,alg2,7.25,396413,409644,396482,198.24,3.24,3.31,7.67,53.55,26.97,104,86,80,32,58.28,1523,75,51,49,1330
scenario 2,alg2,7.66,396482,410155,391245,195.62,3.49,3.34,7.7,52.74,26.22,97,81,61,50,57.22,1541,66,77,27,1221
scenario 2,alg2,7.18,391245,410923,401610,200.81,3.19,3.36,7.71,53.88,26.42,93,55,61,43,57.84,1556,86,76,30,1353
scenario 2,alg2,7.78,401610,415204,403014,201.51,3.43,3.36,7.72,54.53,27.43,92,53,43,48,58.15,1557,86,84,37,1369
scenario 2,alg2,7.76,403014,416092,400343,200.17,3.42,3.4,7.76,54.06,25.78,81,84,28,36,57.71,1567,81,68,55,1331
scenario 2,alg2,7.5,400343,415564,405494,202.75,3.29,3.42,7.77,54.09,26.14,97,81,35,40,58.14,1573,61,66,47,1373
scenario 2,alg2,7.88,405494,418951,399339,199.67,3.53,3.4,7.75,53.38,26.51,99,82,44,48,57.63,1575,55,48,49,1259
scenario 2,alg2,7.42,399339,418730,410161,205.08,3.25,3.36,7.72,53.96,26.28,95,70,59,41,58.19,1589,79,33,34,1406
scenario 2,alg2,7.86,410161,422569,408369,204.18,3.41,3.37,7.73,54.18,26.79,77,69,51,50,58.04,1599,80,38,36,1386
scenario 2,alg2,7.81,408369,422057,404534,202.27,3.43,3.36,7.71,54.22,26.82,68,53,51,45,57.55,1605,88,46,44,1293
scenario 2,alg2,8.05,404534,423593,413528,206.76,3.36,3.35,7.71,54.64,26.17,97,42,31,45,58.07,1610,75,58,42,1421
scenario 2,alg2,7.45,413528,426162,411205,205.6,3.22,3.36,7.72,54.65,26.28,89,42,35,45,57.99,1614,70,54,51,1380
scenario 2,alg2,8.0,411205,426017,409879,204.94,3.48,3.36,7.71,54.23,26.44,104,43,50,42,58.0,1602,62,47,50,1354
scenario 2,alg2,7.6,409879,425842,413577,206.79,3.28,3.37,7.73,54.29,26.06,89,52,52,48,58.16,1629,51,32,47,1413
scenario 2,alg2,7.94,413577,427196,414231,207.12,3.38,3.35,7.71,54.48,26.71,85,52,57,41,58.17,1626,53,41,45,1404
scenario 2,alg2,7.49,414231,428262,415643,207.82,3.23,3.36,7.72,54.7,26.75,73,55,54,36,58.12,1636,55,52,39,1427
scenario 2,alg2,8.1,415643,428989,405474,202.74,3.59,3.38,7.74,53.8,26.06,72,35,43,68,57.2,1634,63,46,39,1252
scenario 2,alg2,7.65,405474,427229,413554,206.78,3.3,3.35,7.71,54.48,26.24,72,38,45,74,58.14,1632,55,51,33,1408
scenario 2,alg2,8.13,413554,427440,403610,201.81,3.67,3.36,7.72,53.59,26.57,66,38,36,102,57.31,1625,57,44,32,1252
scenario 2,alg2,7.52,403610,424945,413525,206.76,3.23,3.34,7.69,54.75,26.18,68,39,43,63,58.16,1632,47,42,66,1435
scenario 2,alg2,7.77,413525,425840,379196,189.6,3.95,3.29,7.65,52.4,25.99,77,42,37,134,56.88,1559,53,37,61,1182
scenario 2,alg2,7.16,379196,400884,391559,195.78,3.24,3.32,7.68,52.99,26.03,85,45,35,106,57.21,1565,43,37,84,1207
scenario 2,alg2,7.09,391559,412245,400363,200.18,3.18,3.34,7.69,53.93,27.38,69,46,58,107,58.25,1572,44,45,59,1387
scenario 2,alg2,7.88,400363,412358,379473,189.74,3.81,3.34,7.69,52.87,25.97,73,36,56,75,56.54,1562,52,36,110,1156
scenario 2,alg2,7.6,379473,402323,383495,191.75,3.52,3.32,7.67,52.35,25.91,58,41,68,105,56.51,1574,51,28,75,1121
scenario 2,alg2,7.62,383495,408540,399940,199.97,3.42,3.36,7.71,54.47,27.13,60,38,47,97,58.23,1574,53,52,79,1365
scenario 2,alg2,7.4,399940,413024,400006,200.0,3.28,3.34,7.69,54.02,26.68,64,38,99,51,57.96,1571,49,57,71,1382
scenario 2,alg2,7.11,400006,412162,403664,201.83,3.12,3.31,7.67,54.95,25.67,63,34,75,20,58.06,1574,56,76,102,1420
scenario 2,alg2,7.84,403664,414023,391077,195.54,3.64,3.33,7.69,53.29,26.76,68,52,77,67,57.32,1562,48,50,76,1204
scenario 2,alg2,7.1,391077,411795,402095,201.05,3.14,3.34,7.69,54.41,25.79,66,53,58,62,58.3,1573,42,98,48,1407
scenario 2,alg2,7.07,402095,413183,402822,201.41,3.14,3.36,7.72,53.75,26.49,67,68,80,66,58.2,1577,37,82,23,1398
scenario 2,alg2,7.78,402822,414498,404698,202.35,3.4,3.34,7.7,54.8,26.88,66,56,76,26,58.32,1572,56,79,69,1414
scenario 2,alg2,8.14,404698,415575,388294,194.15,3.82,3.34,7.7,52.64,26.12,50,83,47,88,56.75,1576,57,51,48,1156
scenario 2,alg2,7.03,388294,411879,401864,200.93,3.14,3.34,7.7,54.29,25.52,42,73,29,88,58.07,1584,69,63,52,1379
scenario 2,alg2,7.31,401864,414568,406370,203.19,3.18,3.29,7.65,54.28,27.48,62,72,58,87,58.63,1576,59,63,23,1441
scenario 2,alg2,7.96,406370,416334,385507,192.75,3.78,3.31,7.67,53.37,25.67,65,45,48,62,56.79,1562,95,52,71,1202
scenario 2,alg2,6.59,385507,406485,398641,199.32,2.96,3.33,7.69,53.67,26.44,78,60,52,56,57.49,1567,80,34,73,1297
scenario 2,alg2,7.74,398641,415013,393408,196.7,3.56,3.33,7.69,53.88,26.56,69,57,23,84,57.48,1567,76,47,77,1216
scenario 2,alg2,7.12,393408,414416,403742,201.87,3.13,3.34,7.7,53.54,25.83,111,50,72,55,58.2,1564,48,43,57,1391
scenario 2,alg2,7.35,403742,415773,406587,203.29,3.21,3.34,7.7,54.1,26.38,94,37,73,60,58.32,1583,57,48,48,1410
scenario 2,alg2,7.43,406587,418279,408675,204.34,3.24,3.34,7.7,54.44,27.54,92,56,78,25,58.31,1585,57,26,81,1407
scenario 2,alg2,7.53,408675,420787,408189,204.09,3.26,3.31,7.67,54.62,26.17,65,53,55,30,57.83,1616,51,70,60,1396
scenario 2,alg2,7.72,408189,421855,412321,206.16,3.36,3.31,7.67,54.93,26.37,72,52,49,29,58.14,1622,42,70,64,1419
scenario 2,alg2,8.2,412321,425142,391508,195.75,3.83,3.29,7.64,53.41,26.35,77,27,67,63,57.0,1604,65,69,28,1214
scenario 2,alg2,8.07,391508,413798,389423,194.71,3.77,3.32,7.67,51.98,25.53,60,51,51,97,55.92,1618,55,42,26,1016
scenario 2,alg2,8.14,389423,421891,390444,195.22,3.81,3.31,7.67,52.78,26.22,54,54,46,118,56.96,1614,47,41,26,1196
scenario 2,alg2,7.67,390444,413783,406239,203.12,3.39,3.29,7.65,53.99,27.02,68,58,26,92,57.74,1617,32,57,50,1331
scenario 2,alg2,7.45,406239,423314,412432,206.22,3.25,3.31,7.66,54.98,26.88,70,44,27,57,58.07,1615,55,51,81,1453
scenario 2,alg2,7.15,412432,422942,414817,207.41,3.09,3.28,7.63,55.89,26.73,62,41,27,17,58.2,1621,60,55,117,1466
scenario 2,alg2,7.91,414817,425009,409933,204.97,3.46,3.26,7.61,54.98,26.06,42,61,48,36,57.96,1635,63,31,84,1369
scenario 2,alg2,7.42,409933,425755,414593,207.3,3.19,3.24,7.6,54.65,25.59,65,58,74,38,58.52,1630,48,32,55,1446
scenario 2,alg2,8.01,414593,426321,401084,200.54,3.63,3.3,7.65,52.83,26.14,69,53,93,65,57.17,1618,47,31,24,1216
scenario 2,alg2,7.49,401084,423918,410393,205.2,3.25,3.31,7.66,54.32,26.8,73,37,79,58,58.2,1605,65,50,33,1415
scenario 2,alg2,8.0,410393,422743,391248,195.62,3.73,3.29,7.65,53.31,26.69,61,37,47,90,56.86,1606,63,65,31,1227
scenario 3,alg2,4.26,196187,227191,222191,74.06,3.2,3.32,7.67,40.67,26.54,397,351,361,289,53.0,485,372,365,380,204
scenario 3,alg2,4.76,222191,253728,248523,82.84,3.24,3.31,7.67,41.9,26.62,390,344,373,175,53.3,604,370,359,385,316
scenario 3,alg2,5.25,248523,279962,275316,91.77,3.24,3.27,7.63,43.35,26.39,383,328,370,66,53.85,734,345,386,388,424
scenario 3,alg2,5.14,275316,307209,299861,99.95,2.9,3.29,7.65,43.48,26.33,367,363,378,66,54.5,841,337,356,292,529
scenario 3,alg2,6.16,299861,331522,317579,105.86,3.31,3.28,7.64,43.4,26.11,356,350,361,116,54.65,933,340,367,177,586
scenario 3,alg2,6.49,317579,350395,339480,113.16,3.29,3.29,7.65,43.68,26.41,325,366,367,137,55.12,1037,329,347,92,717
scenario 3,alg2,7.08,339480,370782,354984,118.33,3.42,3.29,7.65,44.4,26.57,336,341,290,145,54.9,1104,347,348,89,747
scenario 3,alg2,7.14,354984,387793,373140,124.38,3.29,3.28,7.63,45.51,26.53,340,338,191,140,55.12,1173,337,362,119,871
scenario 3,alg2,6.84,373140,402720,393648,131.22,3.04,3.27,7.63,46.98,26.56,324,335,109,118,55.55,1266,352,361,135,962
scenario 3,alg2,7.88,393648,423355,405779,135.26,3.32,3.28,7.63,46.9,26.36,336,334,98,135,55.74,1342,331,285,139,980
scenario 3,alg2,7.81,405779,437891,425215,141.74,3.2,3.26,7.62,47.06,25.98,328,351,121,102,56.12,1422,332,201,143,1096
scenario 3,alg2,8.38,425215,455064,438188,146.06,3.39,3.26,7.61,46.8,26.48,342,349,129,136,56.3,1475,331,121,117,1126
scenario 3,alg2,7.5,438188,469186,455452,151.82,2.9,3.26,7.61,47.93,26.42,323,285,135,107,56.43,1570,341,106,133,1242
scenario 3,alg2,8.48,455452,484855,463063,154.35,3.23,3.29,7.64,47.99,26.57,338,205,135,147,56.11,1608,350,118,99,1231
scenario 3,alg2,9.21,463063,494579,464930,154.98,3.57,3.25,7.61,48.31,26.38,357,136,120,175,56.13,1633,323,128,128,1215
scenario 3,alg2,8.45,464930,498136,474509,158.17,3.14,3.27,7.63,48.59,26.46,331,117,135,199,56.39,1704,266,139,109,1293
scenario 3,alg2,9.6,474509,506466,489871,163.29,3.36,3.28,7.64,49.32,26.36,325,121,102,182,56.7,1783,206,141,140,1387
scenario 3,alg2,8.67,489871,520185,503283,167.76,3.08,3.28,7.64,49.59,26.52,331,133,126,128,56.86,1836,144,120,182,1473
scenario 3,alg2,9.78,503283,531226,479414,159.8,3.79,3.3,7.66,48.48,26.06,266,117,104,247,55.74,1876,119,110,161,1268
scenario 3,alg2,9.67,479414,517900,486195,162.06,3.62,3.31,7.66,48.24,25.92,209,102,102,327,55.55,1914,120,91,135,1177
scenario 3,alg2,9.79,486195,530031,484207,161.4,3.64,3.28,7.64,48.4,26.42,174,97,110,421,56.42,1904,108,101,85,1362
scenario 3,alg2,9.48,484207,517921,486326,162.11,3.52,3.28,7.63,48.88,26.18,142,95,113,365,55.99,1913,111,79,182,1324
scenario 3,alg2,9.38,486326,521940,479175,159.72,3.57,3.3,7.65,49.21,26.58,143,89,106,372,56.22,1891,99,78,222,1415
scenario 3,alg2,9.73,479175,508689,491339,163.78,3.57,3.33,7.69,50.73,26.63,127,96,86,271,56.5,1901,106,94,319,1474
scenario 3,alg2,8.65,491339,518467,499557,166.52,3.14,3.3,7.65,51.27,26.51,126,82,158,207,57.12,1897,112,101,317,1629
scenario 3,alg2,9.57,499557,518592,504014,168.0,3.43,3.3,7.66,51.77,26.06,118,89,209,124,57.42,1914,102,106,338,1663
scenario 3,alg2,9.58,504014,522284,483043,161.01,3.58,3.27,7.62,49.64,25.92,126,92,269,204,56.73,1878,110,84,237,1438
scenario 3,alg2,9.61,483043,510978,474721,158.24,3.62,3.29,7.64,48.46,25.62,143,91,240,303,56.44,1852,90,125,156,1351
scenario 3,alg2,8.32,474721,505745,490762,163.59,3.06,3.3,7.65,49.28,26.62,127,100,254,304,57.3,1864,95,155,101,1550
scenario 3,alg2,9.32,490762,512683,480348,160.12,3.41,3.29,7.64,49.45,26.75,128,79,184,326,56.57,1844,95,194,150,1432
scenario 3,alg2,8.39,480348,507123,490361,163.45,3.05,3.3,7.65,50.89,26.09,107,119,136,213,56.77,1861,93,213,258,1596
scenario 3,alg2,9.31,490361,509403,480396,160.13,3.47,3.29,7.65,50.59,26.6,121,133,92,275,56.86,1825,101,218,235,1471
scenario 3,alg2,9.1,480396,504198,458230,152.74,3.64,3.3,7.66,48.93,25.54,119,165,124,317,56.38,1796,90,164,225,1338
scenario 3,alg2,8.46,458230,487269,472428,157.48,3.19,3.29,7.64,48.55,25.99,103,180,203,314,56.75,1804,122,119,155,1396
scenario 3,alg2,9.24,472428,499150,466280,155.43,3.58,3.31,7.66,48.6,26.59,108,179,187,349,56.92,1776,128,73,200,1397
scenario 3,alg2,8.8,466280,491595,460698,153.57,3.46,3.27,7.63,48.87,25.98,102,144,184,306,56.32,1759,153,105,247,1409
scenario 3,alg2,8.89,460698,484804,445868,148.62,3.64,3.31,7.67,48.48,26.29,129,97,124,397,55.84,1734,152,150,217,1257
scenario 3,alg2,8.92,445868,476037,453492,151.16,3.42,3.32,7.67,49.23,26.41,134,77,162,324,56.14,1730,156,151,266,1249
scenario 3,alg2,8.9,453492,484512,471642,157.21,3.4,3.3,7.66,49.89,26.44,154,99,209,244,57.11,1737,138,169,250,1524
scenario 3,alg2,8.71,471642,489641,457397,152.47,3.41,3.29,7.65,49.37,26.08,154,143,188,228,56.64,1722,110,121,334,1390
scenario 3,alg2,8.6,457397,480766,463385,154.46,3.28,3.3,7.65,49.34,26.18,159,142,240,201,56.95,1724,91,157,286,1423
scenario 3,alg2,7.88,463385,485684,471842,157.28,3.04,3.29,7.65,49.72,26.67,154,160,226,200,57.26,1744,99,200,217,1507
scenario 3,alg2,8.12,471842,490733,476197,158.73,3.06,3.32,7.68,50.19,26.59,130,128,318,95,56.99,1762,148,196,223,1516
scenario 3,alg2,8.66,476197,495380,478196,159.4,3.21,3.29,7.65,50.47,26.44,112,167,279,77,56.92,1771,152,237,205,1519
scenario 3,alg2,9.14,478196,498167,483725,161.24,3.4,3.26,7.61,50.9,26.39,119,199,218,82,57.25,1782,174,227,199,1549
scenario 3,alg2,8.59,483725,502651,484952,161.65,3.2,3.28,7.63,50.23,26.15,161,192,225,102,57.28,1771,141,305,103,1535
scenario 3,alg2,8.7,484952,504858,484193,161.4,3.21,3.3,7.66,49.62,25.97,173,233,199,126,57.24,1752,168,272,77,1521
scenario 3,alg2,8.97,484193,504725,480697,160.23,3.32,3.3,7.66,49.39,26.41,183,217,186,176,57.21,1743,195,216,84,1483
scenario 3,alg2,8.95,480697,502020,460930,153.64,3.59,3.28,7.64,48.4,26.07,148,263,88,283,56.27,1752,176,200,90,1302
scenario 3,alg2,9.02,460930,491776,473579,157.86,3.43,3.28,7.63,48.67,26.16,173,223,85,282,56.34,1756,206,171,104,1332
scenario 3,alg2,8.09,473579,503460,488522,162.84,2.99,3.28,7.63,50.19,26.99,195,186,78,242,57.26,1781,196,176,146,1549
scenario 3,alg2,9.4,488522,508697,474165,158.06,3.59,3.27,7.63,49.45,26.16,192,184,84,219,56.26,1761,228,98,234,1356
scenario 3,alg2,8.19,474165,503206,486142,162.05,3.06,3.28,7.64,49.88,25.89,212,163,96,202,56.82,1780,215,90,242,1481
scenario 3,alg2,9.07,486142,509371,485061,161.69,3.39,3.32,7.67,50.0,26.71,182,169,128,243,57.38,1802,190,83,203,1474
scenario 3,alg2,9.26,485061,510097,493131,164.38,3.42,3.31,7.67,49.8,26.15,230,110,226,147,57.17,1798,194,91,204,1540
scenario 3,alg2,9.57,493131,514893,497623,165.87,3.38,3.32,7.68,49.92,26.3,225,101,226,141,57.01,1831,170,112,194,1573
scenario 3,alg2,9.29,497623,518350,488215,162.74,3.4,3.31,7.67,50.17,26.6,195,88,183,189,56.75,1833,175,122,215,1407
scenario 3,alg2,9.15,488215,517619,499383,166.46,3.27,3.31,7.67,50.28,26.1,191,91,186,189,57.06,1875,127,199,142,1563
scenario 3,alg2,9.51,499383,522528,501713,167.24,3.42,3.31,7.67,50.33,26.23,181,102,160,225,57.23,1894,103,199,136,1570
scenario 3,alg2,8.61,501713,524748,506184,168.73,3.08,3.31,7.66,50.63,26.55,182,124,196,160,57.45,1888,100,179,171,1617
scenario 3,alg2,9.45,506184,527035,506469,168.82,3.36,3.27,7.62,50.58,26.36,139,188,138,174,57.14,1918,94,174,175,1618
