city_topology,topology_radius,routing_algorithm,net_congestion,total_net_throughput,flow_e2e_latency,fow_throughput,flow_latency,route_latency,overp_net_latency,impaired_services,execution_time,fps,weak_4k,weak_8k,weak_12k,weak_24k,strong_4k,strong_8k,strong_12k,strong_24k,full_24k
zurich,0.1,flatwise,0.0,222.64,12.42,0.22,16.75,4.58,12.17,3,0.7,68.62,164,163,55,15,469,96,29,9,0
zurich,0.1,flatwise,0.0,156.26,12.76,0.16,20.32,4.84,15.48,4,0.77,57.76,441,121,46,13,291,66,21,1,0
zurich,0.1,flatwise,0.0,192.72,12.95,0.19,18.33,5.02,13.31,1,0.57,63.94,295,144,56,13,384,76,28,4,0
zurich,0.1,flatwise,0.0,199.2,12.52,0.2,18.29,4.66,13.63,3,0.61,63.37,286,173,57,9,366,72,31,6,1
zurich,0.1,flatwise,0.0,215.56,12.56,0.22,17.7,4.63,13.07,1,0.57,64.79,236,193,55,12,379,85,33,7,2
zurich,0.1,flatwise,0.0,255.57,12.51,0.26,16.66,4.66,12.0,2,0.56,67.3,134,233,65,18,405,97,38,10,3
zurich,0.1,flatwise,0.0,169.71,12.34,0.17,19.9,4.52,15.38,8,0.68,58.14,396,145,38,10,285,96,27,3,0
zurich,0.1,flatwise,0.0,171.34,12.29,0.17,19.76,4.45,15.31,3,0.52,58.3,401,152,38,12,273,96,26,2,0
zurich,0.1,flatwise,0.0,212.77,12.2,0.21,18.09,4.34,13.75,0,0.45,62.36,298,205,45,15,280,115,37,5,0
zurich,0.1,flatwise,0.0,175.86,12.86,0.18,19.68,5.01,14.67,3,0.79,58.36,386,171,46,13,274,85,22,3,0
zurich,0.1,flatwise,0.0,219.9,12.55,0.22,17.92,4.69,13.23,0,0.52,62.51,274,223,50,13,288,112,33,7,0
zurich,0.1,flatwise,0.0,220.11,12.54,0.22,17.89,4.64,13.25,2,0.54,62.86,269,214,49,14,301,114,32,7,0
zurich,0.1,flatwise,0.0,244.23,12.38,0.24,17.2,4.49,12.71,1,0.54,65.11,224,225,47,15,305,137,38,9,2
zurich,0.1,flatwise,0.0,298.88,12.66,0.3,15.89,4.78,11.11,0,0.59,68.73,98,256,66,16,337,162,52,13,4
zurich,0.1,flatwise,0.0,102.61,12.84,0.1,23.93,5.0,18.93,8,0.86,47.07,640,77,26,0,175,59,20,3,0
zurich,0.1,flatwise,0.0,109.3,12.94,0.11,23.42,5.06,18.36,1,0.54,48.46,627,81,27,0,179,63,20,3,0
zurich,0.1,flatwise,0.0,138.22,12.47,0.14,20.68,4.43,16.25,0,0.41,56.25,558,109,31,0,196,76,27,3,0
zurich,0.1,flatwise,0.0,171.79,12.52,0.17,18.3,4.55,13.75,0,0.46,62.98,415,142,43,12,282,75,28,3,3
zurich,0.1,flatwise,0.0,214.29,12.61,0.21,16.52,4.6,11.92,0,0.46,68.72,0,179,63,20,627,81,27,3,3
zurich,0.1,flatwise,0.0,234.08,12.37,0.23,16.43,4.44,11.99,2,0.54,70.92,73,183,72,24,532,88,25,3,2
zurich,0.1,flatwise,0.0,274.76,12.53,0.27,14.91,4.59,10.32,1,0.68,73.84,22,207,71,26,517,113,38,6,2
zurich,0.1,flatwise,0.0,277.25,12.57,0.28,15.84,4.56,11.28,3,0.61,69.3,68,250,62,21,426,118,46,9,2
zurich,0.1,flatwise,0.0,235.24,12.47,0.24,16.75,4.53,12.22,3,0.64,67.89,165,191,57,20,433,94,36,4,2
zurich,0.1,flatwise,0.0,237.34,12.16,0.24,17.09,4.19,12.9,2,0.55,65.5,177,226,55,16,379,101,41,5,0
zurich,0.1,flatwise,0.0,282.3,12.55,0.28,16.22,4.63,11.59,1,0.56,67.22,103,277,64,24,355,124,46,7,3
zurich,0.1,flatwise,0.0,144.62,12.81,0.14,22.62,4.97,17.65,7,0.77,50.9,569,106,39,9,190,63,20,4,0
zurich,0.1,flatwise,0.0,170.61,12.29,0.17,20.67,4.34,16.33,2,0.44,56.53,513,121,49,7,208,72,25,5,1
zurich,0.1,flatwise,0.0,163.85,12.64,0.16,21.22,4.63,16.59,2,0.5,55.02,525,115,46,6,209,68,25,6,1
zurich,0.1,flatwise,0.0,197.53,12.53,0.2,19.33,4.54,14.79,1,0.47,60.82,394,128,47,8,302,83,29,9,1
zurich,0.1,flatwise,0.0,240.43,12.15,0.24,17.58,4.31,13.27,1,0.5,66.33,273,160,47,15,355,97,43,10,4
zurich,0.1,flatwise,0.0,246.92,12.43,0.25,17.52,4.55,12.97,2,0.65,66.6,249,156,54,16,377,96,41,11,3
zurich,0.1,flatwise,0.0,269.14,12.56,0.27,17.09,4.61,12.48,3,0.63,67.89,194,171,57,16,400,106,44,12,8
zurich,0.1,flatwise,0.0,245.7,12.35,0.25,18.45,4.44,14.01,5,0.63,62.37,276,198,54,20,305,97,44,6,4
zurich,0.1,flatwise,0.0,165.71,12.56,0.17,21.48,4.61,16.87,5,0.6,53.35,497,146,51,9,201,69,22,5,2
zurich,0.1,flatwise,0.0,209.03,12.41,0.21,19.49,4.48,15.01,0,0.44,58.35,413,195,62,11,201,82,30,6,2
zurich,0.1,flatwise,0.0,243.28,12.29,0.24,18.05,4.35,13.7,2,0.46,63.35,347,193,59,17,237,100,38,9,4
zurich,0.1,flatwise,0.0,300.6,12.58,0.3,16.18,4.64,11.54,0,0.54,69.48,57,203,68,24,461,131,46,10,5
zurich,0.1,flatwise,0.0,363.13,12.49,0.36,15.45,4.58,10.87,2,0.53,74.15,50,200,75,25,393,181,59,17,8
zurich,0.1,flatwise,0.0,334.58,12.47,0.33,15.9,4.56,11.34,4,0.79,70.44,93,211,78,25,381,146,52,14,4
zurich,0.1,flatwise,0.0,281.19,12.55,0.28,18.4,4.6,13.8,5,0.64,62.43,263,206,76,26,264,118,35,12,4
zurich,0.1,flatwise,0.0,285.59,12.11,0.29,18.1,4.18,13.92,4,0.56,63.35,275,214,71,25,255,113,38,9,7
zurich,0.1,flatwise,0.0,203.38,12.55,0.2,20.2,4.69,15.51,5,0.62,57.23,407,156,63,18,233,92,28,3,2
zurich,0.1,flatwise,0.0,213.34,12.52,0.21,19.79,4.64,15.15,1,0.55,58.34,376,167,67,18,244,95,28,5,1
zurich,0.1,flatwise,0.0,208.13,12.44,0.21,19.98,4.52,15.46,2,0.51,57.9,410,162,54,16,223,103,27,5,0
zurich,0.1,flatwise,0.0,195.97,12.6,0.2,20.24,4.69,15.55,3,0.55,56.87,423,166,59,12,221,86,27,6,0
zurich,0.1,flatwise,0.0,231.02,12.57,0.23,19.0,4.63,14.37,1,0.53,60.87,357,168,63,17,243,113,32,7,0
zurich,0.1,flatwise,0.0,127.95,13.16,0.13,23.29,5.21,18.08,7,0.76,48.71,598,103,29,7,178,61,22,2,0
zurich,0.1,flatwise,0.0,84.32,12.81,0.08,25.04,4.92,20.12,4,0.56,43.59,718,72,25,5,131,40,9,0,0
zurich,0.1,flatwise,0.0,83.49,12.55,0.08,24.83,4.67,20.16,2,0.44,44.31,722,75,23,5,129,37,9,0,0
zurich,0.1,flatwise,0.0,107.39,12.34,0.11,21.77,4.47,17.3,0,0.43,53.03,660,92,27,5,151,50,15,0,0
zurich,0.1,flatwise,0.0,122.88,12.22,0.12,20.18,4.37,15.81,2,0.42,57.7,538,112,31,7,243,51,17,1,0
zurich,0.1,flatwise,0.0,152.99,12.4,0.15,17.87,4.52,13.35,1,0.44,65.51,196,127,36,7,546,63,21,4,0
zurich,0.1,flatwise,0.0,162.55,11.87,0.16,17.51,4.01,13.5,2,0.47,67.17,160,127,38,10,565,75,20,5,0
zurich,0.1,flatwise,0.0,168.38,12.5,0.17,17.51,4.63,12.88,2,0.56,67.03,214,139,44,12,493,78,15,5,2
zurich,0.1,flatwise,0.0,207.25,12.32,0.21,15.86,4.46,11.4,0,0.51,69.69,74,225,48,14,513,95,26,5,3
zurich,0.1,flatwise,0.0,254.33,12.24,0.25,15.75,4.35,11.4,0,0.53,65.87,16,375,66,14,372,110,34,13,5
zurich,0.1,flatwise,0.0,105.95,12.89,0.11,24.56,5.03,19.53,12,0.92,44.08,659,125,20,6,129,46,12,3,0
zurich,0.1,flatwise,0.0,82.21,12.63,0.08,25.51,4.75,20.76,4,0.52,42.45,728,69,13,4,139,36,9,2,0
zurich,0.1,flatwise,0.0,102.4,12.42,0.1,22.51,4.53,17.98,0,0.41,50.81,688,99,18,5,135,39,13,3,0
zurich,0.1,flatwise,0.0,99.22,12.15,0.1,22.76,4.28,18.48,3,0.46,50.4,695,93,17,5,141,34,14,1,1
zurich,0.1,flatwise,0.0,120.98,12.3,0.12,19.91,4.35,15.56,1,0.45,58.55,433,106,20,6,367,49,16,3,1
zurich,0.1,flatwise,0.0,110.29,12.59,0.11,21.96,4.64,17.32,3,0.46,53.09,565,109,23,3,245,35,17,3,0
zurich,0.1,flatwise,0.0,102.29,12.78,0.1,22.55,4.85,17.7,2,0.52,50.91,595,102,17,5,232,33,14,2,0
zurich,0.1,flatwise,0.0,126.6,12.4,0.13,19.95,4.55,15.4,0,0.45,58.88,471,123,22,5,307,49,19,4,0
zurich,0.1,flatwise,0.0,87.34,12.49,0.09,24.06,4.6,19.46,5,0.55,46.67,669,79,16,2,188,32,13,1,0
zurich,0.1,flatwise,0.0,108.99,12.48,0.11,21.26,4.55,16.71,0,0.42,54.82,569,105,18,8,240,46,13,1,1
zurich,0.1,flatwise,0.0,121.02,12.31,0.12,20.02,4.42,15.6,1,0.46,58.43,523,121,17,10,259,54,15,1,1
zurich,0.1,flatwise,0.0,131.55,12.54,0.13,18.89,4.56,14.33,1,0.5,61.21,388,141,23,12,361,59,15,1,0
zurich,0.1,flatwise,0.0,101.53,12.55,0.1,22.17,4.58,17.59,5,0.57,52.39,519,97,15,7,296,53,12,1,0
zurich,0.1,flatwise,0.0,112.43,12.45,0.11,20.95,4.52,16.43,1,0.46,55.76,462,122,18,6,321,54,15,2,0
zurich,0.1,flatwise,0.0,135.48,12.74,0.14,19.14,4.78,14.36,1,0.51,60.07,398,165,25,8,314,70,18,2,0
zurich,0.1,flatwise,0.0,138.71,12.99,0.14,19.26,5.06,14.2,2,0.6,58.97,358,184,24,5,332,74,19,4,1
zurich,0.1,flatwise,0.0,164.69,12.61,0.16,17.99,4.66,13.33,1,0.5,61.79,253,232,28,11,349,104,19,4,1
zurich,0.1,flatwise,0.0,160.09,12.86,0.16,18.07,4.88,13.19,3,0.63,62.23,247,216,34,11,376,97,15,4,0
zurich,0.1,flatwise,0.0,182.05,12.56,0.18,17.34,4.61,12.73,1,0.52,63.85,185,253,47,11,373,107,17,7,1
zurich,0.1,flatwise,0.0,192.46,12.21,0.19,17.21,4.33,12.88,2,0.51,63.32,168,285,49,9,344,117,21,7,1
zurich,0.1,flatwise,0.0,234.28,12.41,0.23,16.18,4.43,11.75,1,0.52,65.93,85,307,72,10,335,154,27,10,3
zurich,0.1,flatwise,0.0,212.55,12.64,0.21,16.92,4.69,12.23,4,0.61,64.07,150,278,62,6,324,142,29,9,1
zurich,0.1,flatwise,0.0,266.54,12.26,0.27,16.05,4.37,11.68,1,0.48,65.89,79,315,85,14,285,182,30,10,5
zurich,0.1,flatwise,0.0,232.12,12.29,0.23,17.39,4.33,13.06,4,0.56,63.37,200,249,65,16,274,164,27,5,2
zurich,0.1,flatwise,0.0,216.9,12.35,0.22,18.18,4.38,13.8,4,0.58,61.68,256,225,66,11,269,138,29,6,3
zurich,0.1,flatwise,0.0,240.2,12.44,0.24,17.65,4.6,13.05,2,0.56,62.89,229,236,74,12,254,154,33,8,0
zurich,0.1,flatwise,0.0,303.86,12.13,0.3,16.35,4.21,12.14,0,0.52,66.81,154,253,91,17,237,195,41,12,4
zurich,0.1,flatwise,0.0,231.64,12.46,0.23,18.75,4.53,14.22,6,0.68,60.54,305,192,76,12,228,148,33,6,3
zurich,0.1,flatwise,0.0,200.23,12.2,0.2,19.96,4.25,15.71,5,0.54,56.7,376,185,63,9,216,108,39,4,1
zurich,0.1,flatwise,0.0,200.46,12.24,0.2,19.59,4.33,15.26,3,0.52,58.03,376,195,54,11,214,114,33,3,2
zurich,0.1,flatwise,0.0,192.72,12.25,0.19,19.61,4.33,15.28,4,0.55,58.39,377,176,66,14,241,99,25,2,1
zurich,0.1,flatwise,0.0,139.39,12.53,0.14,21.42,4.67,16.75,5,0.57,53.34,480,146,46,4,218,82,23,1,0
zurich,0.1,flatwise,0.0,179.16,11.94,0.18,19.18,4.16,15.02,0,0.44,59.45,397,166,64,7,236,99,29,2,0
zurich,0.1,flatwise,0.0,229.99,12.43,0.23,17.46,4.45,13.01,0,0.44,64.2,299,198,74,14,251,121,40,3,1
zurich,0.1,flatwise,0.0,215.44,12.33,0.22,18.18,4.41,13.77,3,0.52,62.53,271,188,81,15,305,108,29,3,0
zurich,0.1,flatwise,0.0,101.76,12.51,0.1,23.53,4.67,18.86,7,0.63,47.51,604,108,27,1,172,73,13,2,0
zurich,0.1,flatwise,0.0,111.94,12.48,0.11,22.48,4.59,17.89,1,0.44,50.52,580,111,33,1,181,78,14,2,0
zurich,0.1,flatwise,0.0,124.67,12.93,0.12,21.53,5.01,16.52,1,0.47,53.35,554,122,32,2,186,80,21,3,0
zurich,0.1,flatwise,0.0,154.54,12.44,0.15,19.3,4.57,14.73,1,0.44,59.77,436,128,46,6,257,100,24,3,2
zurich,0.1,flatwise,0.0,194.6,12.53,0.19,17.35,4.62,12.73,1,0.46,65.85,211,164,63,8,418,104,29,3,1
zurich,0.1,flatwise,0.0,244.81,12.63,0.24,15.82,4.69,11.13,0,0.55,71.72,21,187,74,21,540,123,29,5,3
zurich,0.1,flatwise,0.0,225.29,12.96,0.23,16.52,5.04,11.48,2,0.82,68.69,108,181,76,14,468,118,30,5,0
zurich,0.1,flatwise,0.0,249.39,12.46,0.25,15.96,4.55,11.41,1,0.63,70.54,63,196,80,17,477,127,34,6,0
zurich,0.1,flatwise,0.0,294.45,12.36,0.29,15.2,4.45,10.75,1,0.64,71.35,23,248,88,17,422,144,47,11,1
zurich,0.1,flatwise,0.0,240.47,12.33,0.24,17.54,4.39,13.15,5,0.66,63.23,204,240,80,15,287,132,35,7,0
zurich,0.1,flatwise,0.0,91.25,12.85,0.09,26.93,4.93,22.0,13,0.9,38.7,811,56,21,4,71,25,6,6,0
zurich,0.1,flatwise,0.0,87.23,12.3,0.09,26.32,4.35,21.97,2,0.43,40.58,826,51,18,6,67,20,8,4,0
zurich,0.1,flatwise,0.0,85.13,12.7,0.09,25.83,4.69,21.14,4,0.45,41.89,831,49,14,6,60,30,6,4,0
zurich,0.1,flatwise,0.0,105.72,12.51,0.11,22.38,4.53,17.85,0,0.41,52.6,730,52,21,5,148,31,8,5,0
zurich,0.1,flatwise,0.0,97.26,12.64,0.1,23.95,4.73,19.22,3,0.48,47.69,732,54,20,6,147,30,7,4,0
zurich,0.1,flatwise,0.0,114.84,12.11,0.11,21.38,4.22,17.16,1,0.41,56.15,583,59,26,4,284,27,10,7,0
zurich,0.1,flatwise,0.0,138.25,12.6,0.14,18.79,4.66,14.13,1,0.51,64.67,377,69,26,3,461,40,14,10,3
zurich,0.1,flatwise,0.0,130.12,12.51,0.13,19.49,4.59,14.9,4,0.58,61.86,357,85,25,9,468,40,11,5,1
zurich,0.1,flatwise,0.0,157.18,12.39,0.16,17.47,4.55,12.92,0,0.5,66.96,189,161,26,8,546,43,20,7,4
zurich,0.1,flatwise,0.0,143.82,12.41,0.14,18.75,4.52,14.23,6,0.6,62.31,305,149,32,9,442,45,12,6,2
zurich,0.1,flatwise,0.0,98.26,12.49,0.1,22.89,4.6,18.29,4,0.58,50.14,603,95,15,8,232,37,8,2,1
zurich,0.1,flatwise,0.0,116.43,12.55,0.12,20.58,4.6,15.98,1,0.46,57.05,492,120,22,7,307,38,10,4,1
zurich,0.1,flatwise,0.0,132.19,12.79,0.13,19.37,4.88,14.49,2,0.54,60.33,416,145,23,9,340,50,14,3,1
zurich,0.1,flatwise,0.0,161.87,12.85,0.16,17.2,4.94,12.26,0,0.55,65.51,178,194,30,9,491,75,16,7,2
zurich,0.1,flatwise,0.0,145.56,11.76,0.15,19.22,3.93,15.29,3,0.47,59.77,324,183,28,8,372,65,14,6,1
zurich,0.1,flatwise,0.0,150.95,12.42,0.15,18.92,4.49,14.43,1,0.5,60.33,292,198,32,8,380,69,14,7,0
zurich,0.1,flatwise,0.0,186.32,12.58,0.19,17.26,4.72,12.54,2,0.55,64.2,211,256,37,8,362,97,19,10,1
zurich,0.1,flatwise,0.0,174.5,12.45,0.17,17.9,4.61,13.29,2,0.56,62.44,238,242,38,10,367,81,17,7,1
zurich,0.1,flatwise,0.0,187.32,12.48,0.19,17.63,4.67,12.96,2,0.55,62.44,207,269,41,9,355,90,19,10,1
zurich,0.1,flatwise,0.0,164.23,12.43,0.16,18.88,4.57,14.31,3,0.59,60.26,301,204,34,17,348,80,13,3,0
zurich,0.1,flatwise,0.0,203.48,12.17,0.2,17.32,4.31,13.01,0,0.45,64.02,198,252,47,16,349,112,18,8,1
zurich,0.1,flatwise,0.0,209.46,11.98,0.21,17.31,4.1,13.21,2,0.53,64.21,178,259,49,15,355,116,19,9,1
zurich,0.1,flatwise,0.0,260.15,12.29,0.26,15.96,4.44,11.52,0,0.5,67.23,90,288,65,13,335,166,29,14,2
zurich,0.1,flatwise,0.0,251.42,12.41,0.25,16.47,4.5,11.97,3,0.56,65.64,120,290,63,16,320,155,26,10,6
zurich,0.1,flatwise,0.0,194.95,12.52,0.19,18.67,4.6,14.07,5,0.61,60.36,293,228,46,13,293,97,24,6,2
zurich,0.1,flatwise,0.0,242.3,12.27,0.24,17.33,4.32,13.01,0,0.47,62.84,220,285,59,16,251,126,35,8,3
zurich,0.1,flatwise,0.0,243.52,12.46,0.24,17.41,4.55,12.86,2,0.52,63.25,206,267,63,14,280,129,31,10,2
zurich,0.1,flatwise,0.0,296.93,12.73,0.3,16.35,4.85,11.5,1,0.58,66.24,124,302,74,17,275,154,40,14,3
zurich,0.1,flatwise,0.0,319.55,12.51,0.32,16.23,4.63,11.6,2,0.57,67.31,120,286,86,22,259,172,39,16,10
zurich,0.1,flatwise,0.0,239.42,12.13,0.24,17.73,4.2,13.53,3,0.58,62.43,220,254,68,22,280,125,27,4,3
zurich,0.1,flatwise,0.0,245.01,12.15,0.25,17.55,4.35,13.2,1,0.53,62.69,208,261,70,22,273,134,27,5,0
zurich,0.1,flatwise,0.0,284.04,12.14,0.28,16.83,4.31,12.52,1,0.5,64.51,159,288,75,16,250,164,34,14,2
zurich,0.1,flatwise,0.0,297.18,12.44,0.3,16.62,4.6,12.02,2,0.59,65.45,148,287,68,19,247,175,44,12,0
zurich,0.1,flatwise,0.0,211.25,12.66,0.21,18.55,4.79,13.76,3,0.69,60.58,276,220,63,14,282,110,29,6,0
zurich,0.1,flatwise,0.0,268.23,12.44,0.27,16.94,4.55,12.39,0,0.53,64.45,187,275,62,19,265,150,32,10,1
zurich,0.1,flatwise,0.0,257.44,12.34,0.26,17.59,4.47,13.12,3,0.64,63.23,231,243,59,21,255,149,35,7,4
zurich,0.1,flatwise,0.0,250.35,12.36,0.25,17.82,4.48,13.34,3,0.57,62.71,234,234,63,17,275,130,40,7,2
zurich,0.1,flatwise,0.0,307.58,12.39,0.31,16.6,4.57,12.03,1,0.55,66.63,169,247,72,17,253,179,50,13,4
zurich,0.1,flatwise,0.0,367.55,12.13,0.37,15.53,4.28,11.25,2,0.57,70.05,97,255,105,24,254,196,52,17,2
zurich,0.1,flatwise,0.0,105.23,12.8,0.11,23.9,4.9,19.0,12,0.9,46.54,631,106,33,1,144,71,9,5,0
zurich,0.1,flatwise,0.0,120.3,12.29,0.12,22.57,4.4,18.17,1,0.45,50.24,599,111,45,1,149,79,11,5,0
zurich,0.1,flatwise,0.0,132.28,12.22,0.13,21.69,4.3,17.39,1,0.41,52.94,583,108,44,2,151,92,15,5,2
zurich,0.1,flatwise,0.0,166.58,12.61,0.17,19.28,4.8,14.48,1,0.47,60.24,445,121,58,4,246,96,25,5,2
zurich,0.1,flatwise,0.0,152.54,12.67,0.15,20.49,4.77,15.72,4,0.56,57.2,434,109,54,6,287,89,18,3,2
zurich,0.1,flatwise,0.0,182.89,12.43,0.18,18.68,4.61,14.07,1,0.47,63.41,315,118,57,9,373,96,29,3,1
zurich,0.1,flatwise,0.0,195.37,12.89,0.2,18.02,5.02,13.0,1,0.63,64.95,284,132,63,11,377,101,29,3,1
zurich,0.1,flatwise,0.0,223.41,12.66,0.22,17.08,4.8,12.28,1,0.58,66.82,198,170,73,13,403,103,36,4,0
zurich,0.1,flatwise,0.0,192.81,12.37,0.19,18.66,4.5,14.16,3,0.59,62.41,308,152,64,12,342,92,26,4,0
zurich,0.1,flatwise,0.0,243.73,12.71,0.24,16.96,4.81,12.15,0,0.59,66.83,181,191,78,13,383,106,40,8,1
zurich,0.1,flatwise,0.0,286.44,12.49,0.29,16.3,4.56,11.74,2,0.63,67.71,129,253,83,24,344,119,42,6,3
zurich,0.1,flatwise,0.0,237.83,12.2,0.24,18.61,4.34,14.27,5,0.58,61.47,285,189,72,15,286,108,37,8,0
zurich,0.1,flatwise,0.0,226.83,13.0,0.23,18.89,5.07,13.82,3,0.76,61.21,323,169,64,19,279,110,32,4,0
zurich,0.1,flatwise,0.0,250.61,12.62,0.25,18.17,4.67,13.5,1,0.53,63.17,286,179,70,18,280,122,39,6,0
zurich,0.1,flatwise,0.0,220.63,12.4,0.22,19.14,4.5,14.64,4,0.59,60.33,329,177,63,16,279,96,37,3,0
zurich,0.1,flatwise,0.0,239.27,12.49,0.24,18.52,4.66,13.86,2,0.57,61.9,302,175,70,17,276,112,45,3,1
zurich,0.1,flatwise,0.0,162.96,12.6,0.16,20.82,4.77,16.05,7,0.69,55.55,445,132,66,8,242,80,27,0,0
zurich,0.1,flatwise,0.0,140.21,12.52,0.14,21.64,4.62,17.02,2,0.52,52.73,499,133,56,5,199,86,22,0,0
zurich,0.1,flatwise,0.0,182.83,12.89,0.18,19.17,5.03,14.14,0,0.55,60.13,403,143,74,8,250,89,33,0,0
