net_congested_level,total_allocate_bw,expected_allocated_bw,updated_allocated_bw,allocated_bw,net_latency,desired_net_latency,e2e_latency,average_fps,standard_fps,standard_8k,standard_4k,standard_2k,standard_1k,high_fps,high_8k,high_4k,high_2k,high_1k,full_8k
4.05,206262,216793,213494,213.49,3.29,3.28,7.64,53.49,25.93,113,9,15,1,57.9,833,20,7,2,685
4.21,213494,223116,216047,216.05,3.38,3.32,7.67,53.92,26.54,88,11,14,1,57.44,860,15,9,2,658
4.09,216047,227932,223806,223.81,3.09,3.3,7.65,55.69,28.47,61,12,15,1,58.35,888,15,7,1,757
3.85,223806,231784,227387,227.39,2.94,3.3,7.65,56.83,26.68,24,11,3,2,58.08,930,11,17,2,784
4.59,227387,235307,222210,222.21,3.69,3.24,7.58,55.56,26.25,18,11,4,7,56.79,931,13,15,1,645
4.23,222210,237160,232574,232.57,3.13,3.29,7.64,57.56,26.5,20,9,4,7,58.85,934,13,13,0,841
4.44,232574,237849,226143,226.14,3.48,3.29,7.64,56.09,26.57,17,17,4,9,57.54,937,11,3,2,718
4.24,226143,237673,233160,233.16,3.11,3.28,7.63,57.5,26.7,20,15,2,3,58.79,935,13,3,9,842
4.12,233160,238429,232946,232.95,3.04,3.31,7.66,57.67,27.49,18,13,1,3,58.76,937,14,6,8,844
4.31,232946,238215,233703,233.7,3.15,3.28,7.63,57.98,26.21,14,7,2,1,58.76,942,21,4,9,845
3.71,233703,239128,234678,234.68,2.74,3.28,7.63,57.72,26.37,22,8,8,0,58.96,939,17,2,4,858
4.21,234678,239365,235588,235.59,3.07,3.23,7.58,57.93,25.82,19,7,8,0,59.06,944,17,2,3,866
4.23,235588,240147,234381,234.38,3.11,3.28,7.63,57.44,27.18,27,8,9,0,58.83,941,10,3,2,843
3.73,234381,239941,235796,235.8,2.71,3.26,7.61,57.95,26.43,19,4,5,0,58.85,950,10,11,1,860
4.22,235796,240810,235920,235.92,3.05,3.28,7.63,57.97,27.46,18,6,4,0,58.85,950,12,9,1,856
4.12,235920,241170,236528,236.53,2.97,3.27,7.63,58.1,26.85,16,5,5,0,58.94,954,11,9,0,865
4.19,236528,241468,236764,236.76,3.0,3.26,7.61,57.97,26.7,16,10,1,0,58.83,956,9,8,0,856
4.39,236764,242275,236393,236.39,3.18,3.3,7.64,57.91,26.41,16,9,2,0,58.79,956,9,7,1,853
4.34,236393,241987,237038,237.04,3.12,3.27,7.62,58.03,26.96,13,12,2,0,58.89,959,8,6,0,862
4.69,237038,242351,235274,235.27,3.47,3.33,7.68,57.66,26.38,12,10,2,0,58.42,959,13,4,0,820
3.97,235274,242657,237132,237.13,2.9,3.31,7.66,58.04,26.58,12,9,3,0,58.82,959,14,3,0,859
4.43,237132,242551,238049,238.05,3.11,3.33,7.69,58.16,26.56,15,8,2,0,58.97,958,14,3,0,871
4.66,238049,242917,236826,236.83,3.38,3.32,7.67,57.8,26.46,20,6,2,0,58.71,957,13,2,0,845
4.78,236826,242955,234613,234.61,3.59,3.36,7.72,57.45,27.12,20,5,1,0,58.25,959,12,3,0,800
4.56,234613,243137,238690,238.69,3.2,3.34,7.69,58.14,26.46,21,2,1,0,58.92,962,10,3,1,872
4.01,238690,243662,239058,239.06,2.87,3.29,7.64,58.22,26.78,20,2,1,0,58.96,964,8,4,1,873
4.16,239058,244064,238188,238.19,3.0,3.33,7.67,58.13,27.27,16,4,2,0,58.83,966,7,3,2,858
4.88,238188,244047,237734,237.73,3.52,3.27,7.61,57.83,25.91,16,4,2,0,58.55,970,4,3,1,837
4.23,237734,244710,238986,238.99,3.04,3.31,7.66,58.15,26.57,13,5,3,0,58.83,969,6,2,2,865
4.59,238986,244498,240567,240.57,3.3,3.31,7.66,58.54,28.32,12,5,2,0,59.13,969,7,4,1,893
4.81,240567,244718,236524,236.52,3.55,3.33,7.68,57.85,26.15,6,4,3,0,58.27,975,7,5,0,816
4.52,236524,244712,239595,239.59,3.22,3.28,7.64,58.43,27.07,8,3,4,0,58.91,970,10,5,0,873
4.36,239595,244743,239295,239.29,3.14,3.34,7.69,58.43,26.12,9,6,1,0,58.96,970,6,7,1,880
4.69,239295,244071,236591,236.59,3.47,3.31,7.65,57.82,25.68,10,8,1,0,58.45,968,5,8,0,825
4.53,236591,244085,239547,239.55,3.28,3.33,7.68,58.34,26.55,12,9,1,0,59.06,967,4,7,0,883
4.35,239547,244092,240386,240.39,3.11,3.3,7.65,58.49,26.75,9,10,1,0,59.14,969,9,2,0,894
4.22,240386,244456,240666,240.67,3.0,3.33,7.68,58.51,26.7,9,11,0,0,59.16,970,9,1,0,897
4.27,240666,244638,240101,240.1,3.04,3.33,7.68,58.44,26.63,9,9,1,0,59.05,971,8,2,0,887
4.27,240101,244638,240476,240.48,3.02,3.31,7.66,58.43,27.3,13,6,1,0,59.07,969,10,1,0,888
4.13,240476,244908,241112,241.11,2.95,3.3,7.65,58.65,26.86,11,3,0,0,59.1,971,13,2,0,896
4.93,241112,245201,235232,235.23,3.68,3.29,7.64,57.39,26.33,12,3,0,0,57.86,973,11,1,0,774
4.78,235232,245516,238477,238.48,3.48,3.33,7.67,58.03,27.18,13,4,0,0,58.56,973,9,1,0,838
4.57,238477,245626,240159,240.16,3.29,3.36,7.71,58.31,26.71,14,3,0,0,58.86,974,8,1,0,872
4.66,240159,245589,235914,235.91,3.47,3.33,7.69,57.59,26.5,9,3,0,0,57.97,976,8,4,0,785
4.61,235914,245737,240780,240.78,3.3,3.33,7.68,58.53,26.79,7,7,0,0,58.98,977,7,2,0,883
4.83,240780,245763,237433,237.43,3.54,3.34,7.69,57.84,26.31,9,6,1,0,58.35,975,7,1,1,820
4.37,237433,245458,241100,241.1,3.08,3.38,7.72,58.52,27.12,10,6,1,0,59.07,975,6,2,0,892
4.29,241100,245550,239904,239.9,3.07,3.35,7.71,58.47,27.33,8,3,1,0,58.85,973,13,2,0,875
4.67,239904,245095,239482,239.48,3.35,3.38,7.73,58.41,27.07,10,2,3,0,58.88,971,12,2,0,872
4.67,239482,244760,241007,241.01,3.38,3.35,7.71,58.57,26.5,11,4,1,0,59.09,973,9,2,0,889
4.76,241007,245590,239492,239.49,3.42,3.37,7.72,58.12,25.72,14,4,0,0,58.72,974,4,4,0,856
4.8,239492,245718,241318,241.32,3.45,3.4,7.76,58.51,26.68,15,3,1,0,59.12,973,5,3,0,894
4.47,241318,245625,241088,241.09,3.17,3.41,7.77,58.5,27.94,13,2,1,0,59.0,975,8,1,0,885
4.91,241088,245898,238912,238.91,3.53,3.38,7.74,58.09,26.15,8,4,1,0,58.51,979,7,1,0,840
4.21,238912,246108,242036,242.04,2.95,3.41,7.78,58.66,26.31,8,4,1,0,59.09,980,6,1,0,893
4.38,242036,246675,241315,241.31,3.14,3.4,7.76,58.43,26.94,13,3,2,0,59.01,978,3,1,0,886
4.09,241315,246191,241085,241.09,2.92,3.35,7.72,58.57,27.23,11,2,0,0,58.98,977,6,4,0,888
4.74,241085,245810,242108,242.11,3.39,3.36,7.71,58.74,27.7,8,2,0,0,59.06,980,7,3,0,897
4.56,242108,246476,241585,241.59,3.19,3.38,7.74,58.77,25.43,4,3,0,0,59.0,983,6,4,0,891
4.16,241585,246371,243023,243.02,2.89,3.34,7.71,58.77,26.27,9,6,0,0,59.26,980,4,1,0,910
4.27,243023,246792,242651,242.65,2.99,3.31,7.67,58.66,26.29,12,5,0,0,59.22,979,3,1,0,908
4.94,242651,246462,238633,238.63,3.61,3.38,7.74,57.99,28.5,10,4,0,0,58.41,978,7,1,0,830
5.07,238633,246316,235948,235.95,3.76,3.33,7.7,57.46,26.2,8,1,1,0,57.77,982,7,1,0,770
4.48,235948,246758,241807,241.81,3.16,3.33,7.69,58.66,27.3,8,1,1,0,58.98,982,6,2,0,887
4.8,241807,246785,242435,242.44,3.3,3.3,7.66,58.77,26.91,9,2,0,0,59.12,980,7,2,0,898
4.33,242435,246824,242809,242.81,3.01,3.27,7.64,58.73,25.64,11,3,0,0,59.2,981,4,0,1,908
4.34,242809,246689,242466,242.47,3.03,3.31,7.66,58.73,27.43,10,4,0,0,59.18,980,4,0,2,903
4.2,242466,246581,242241,242.24,2.99,3.28,7.64,58.65,27.5,11,1,2,0,59.09,979,7,0,0,898
4.55,242241,246548,242157,242.16,3.22,3.27,7.63,58.72,26.3,6,2,2,0,59.04,983,7,0,0,896
