net_congested_level,total_allocate_bw,expected_allocated_bw,updated_allocated_bw,allocated_bw,net_latency,desired_net_latency,e2e_latency,average_fps,standard_fps,standard_8k,standard_4k,standard_2k,standard_1k,high_fps,high_8k,high_4k,high_2k,high_1k,full_8k
21.6,571138,589198,589198,147.3,7.11,3.32,7.68,49.67,27.6,160,167,461,145,56.38,2085,177,590,215,2004
19.04,589198,602750,547588,136.9,6.71,3.31,7.67,49.44,25.53,141,250,21,425,55.76,1904,228,838,193,1797
20.1,547588,562536,562536,140.63,6.95,3.32,7.68,51.63,26.23,160,305,18,301,57.82,1942,176,788,310,1840
20.27,562536,581851,567325,141.83,7.05,3.31,7.67,47.5,26.07,277,512,190,365,58.35,1935,171,416,134,1835
20.79,567325,586023,586023,146.51,6.93,3.32,7.68,46.59,25.2,250,811,192,76,57.23,1982,249,25,415,1874
17.5,586023,602696,517471,129.37,6.21,3.28,7.64,44.46,26.54,192,662,257,580,57.59,1707,323,19,260,1606
19.47,517471,538500,528432,132.11,7.15,3.3,7.67,47.18,26.34,225,357,115,552,56.63,1800,474,162,315,1597
20.85,528432,553984,553984,138.5,7.31,3.29,7.65,47.22,27.36,302,28,348,550,56.02,1830,704,164,74,1663
20.16,553984,575752,575752,143.94,6.75,3.33,7.69,51.6,26.54,335,21,258,43,56.53,1856,662,256,569,1800
18.66,575752,596662,596662,149.17,6.18,3.31,7.67,49.71,26.34,474,162,315,0,57.0,2025,357,115,552,1830
22.29,596662,624741,586221,146.56,7.45,3.31,7.66,48.39,24.93,713,162,76,196,57.82,1961,56,321,515,1696
21.47,586221,615872,615872,153.97,6.78,3.31,7.67,44.87,26.16,692,237,532,195,58.09,2025,28,244,47,1855
23.33,615872,641511,641511,160.38,7.02,3.31,7.67,48.34,27.22,391,112,514,192,57.49,2332,157,295,7,1961
23.8,641511,671951,646882,161.72,7.35,3.3,7.66,48.96,27.53,87,316,489,118,56.2,2551,166,80,193,1926
23.88,646882,685576,636544,159.14,7.52,3.29,7.64,50.72,25.29,146,222,53,313,56.43,2354,255,473,184,1993
23.72,636544,664646,619981,155.0,7.75,3.29,7.65,49.3,26.25,283,254,29,503,57.71,2206,128,426,171,2086
22.93,619981,637496,637496,159.37,6.93,3.26,7.62,50.94,26.3,252,77,177,407,58.22,2272,276,430,109,2148
21.25,637496,656050,656050,164.01,6.4,3.29,7.64,49.11,26.57,270,434,175,218,57.63,2337,207,68,291,2206
25.11,656050,672733,672733,168.18,7.27,3.28,7.63,51.89,26.28,128,426,171,0,57.55,2489,254,29,503,2272
25.02,672733,693352,693352,173.34,7.03,3.3,7.66,51.68,27.47,276,430,109,0,57.88,2524,77,177,407,2337
25.27,693352,714792,690725,172.68,7.15,3.3,7.66,52.05,25.2,245,76,278,100,57.74,2493,433,168,207,2359
26.37,690725,707817,707817,176.95,7.22,3.32,7.68,51.08,26.36,283,40,473,98,58.2,2523,415,162,6,2406
25.72,707817,724329,724329,181.08,6.87,3.33,7.69,52.63,26.84,100,172,384,97,58.61,2716,419,108,4,2493
25.61,724329,747881,673751,168.44,7.82,3.34,7.7,48.68,25.69,433,163,187,355,57.82,2426,91,250,95,2216
26.01,673751,696411,692623,173.16,7.35,3.33,7.68,50.31,25.81,409,157,18,360,57.88,2501,53,411,91,2367
23.22,692623,711207,660095,165.02,6.86,3.33,7.68,50.11,27.67,436,107,21,506,58.31,2288,237,316,89,2163
24.82,660095,679862,667545,166.89,7.31,3.32,7.67,50.69,25.43,248,241,92,226,57.07,2518,181,175,319,2181
25.13,667545,693799,693799,173.45,7.07,3.32,7.67,50.76,26.52,187,380,87,213,57.47,2612,169,28,324,2227
25.94,693799,722599,690847,172.71,7.36,3.3,7.66,51.6,26.79,309,305,87,153,58.34,2519,133,33,461,2344
24.56,690847,710292,694602,173.65,6.89,3.32,7.68,50.34,25.87,269,172,298,163,57.47,2571,231,85,211,2326
24.72,694602,717126,695246,173.81,6.92,3.3,7.66,51.31,26.59,256,49,289,227,57.69,2563,346,74,196,2278
26.02,695246,718977,699601,174.9,7.32,3.31,7.66,51.51,26.99,190,48,420,175,57.96,2634,298,87,148,2343
25.59,699601,724258,701072,175.27,7.15,3.34,7.69,51.4,25.73,303,93,201,183,57.61,2582,199,285,154,2338
26.13,701072,724949,714006,178.5,7.22,3.31,7.67,51.46,26.46,417,87,195,133,58.03,2592,80,281,215,2439
