net_congested_level,total_allocate_bw,expected_allocated_bw,updated_allocated_bw,allocated_bw,net_latency,desired_net_latency,e2e_latency,average_fps,standard_fps,standard_8k,standard_4k,standard_2k,standard_1k,high_fps,high_8k,high_4k,high_2k,high_1k,full_8k
7.44,384993,401684,391696,195.85,3.39,3.34,7.7,53.97,26.46,80,66,38,62,57.83,1503,89,87,75,1351
7.5,391696,402574,393997,197.0,3.38,3.33,7.68,54.7,27.39,73,62,44,49,58.21,1517,94,82,79,1356
6.87,393997,405698,395281,197.64,3.08,3.35,7.71,54.03,25.56,81,57,81,25,57.99,1534,84,78,60,1347
7.7,395281,408181,396413,198.21,3.44,3.38,7.74,53.44,25.82,99,87,76,26,58.08,1529,71,49,63,1337
7.25,396413,409644,396482,198.24,3.24,3.31,7.67,53.55,26.97,104,86,80,32,58.28,1523,75,51,49,1330
7.66,396482,410155,391245,195.62,3.49,3.34,7.7,52.74,26.22,97,81,61,50,57.22,1541,66,77,27,1221
7.18,391245,410923,401610,200.81,3.19,3.36,7.71,53.88,26.42,93,55,61,43,57.84,1556,86,76,30,1353
7.78,401610,415204,403014,201.51,3.43,3.36,7.72,54.53,27.43,92,53,43,48,58.15,1557,86,84,37,1369
7.76,403014,416092,400343,200.17,3.42,3.4,7.76,54.06,25.78,81,84,28,36,57.71,1567,81,68,55,1331
7.5,400343,415564,405494,202.75,3.29,3.42,7.77,54.09,26.14,97,81,35,40,58.14,1573,61,66,47,1373
7.88,405494,418951,399339,199.67,3.53,3.4,7.75,53.38,26.51,99,82,44,48,57.63,1575,55,48,49,1259
7.42,399339,418730,410161,205.08,3.25,3.36,7.72,53.96,26.28,95,70,59,41,58.19,1589,79,33,34,1406
7.86,410161,422569,408369,204.18,3.41,3.37,7.73,54.18,26.79,77,69,51,50,58.04,1599,80,38,36,1386
7.81,408369,422057,404534,202.27,3.43,3.36,7.71,54.22,26.82,68,53,51,45,57.55,1605,88,46,44,1293
8.05,404534,423593,413528,206.76,3.36,3.35,7.71,54.64,26.17,97,42,31,45,58.07,1610,75,58,42,1421
7.45,413528,426162,411205,205.6,3.22,3.36,7.72,54.65,26.28,89,42,35,45,57.99,1614,70,54,51,1380
8.0,411205,426017,409879,204.94,3.48,3.36,7.71,54.23,26.44,104,43,50,42,58.0,1602,62,47,50,1354
7.6,409879,425842,413577,206.79,3.28,3.37,7.73,54.29,26.06,89,52,52,48,58.16,1629,51,32,47,1413
7.94,413577,427196,414231,207.12,3.38,3.35,7.71,54.48,26.71,85,52,57,41,58.17,1626,53,41,45,1404
7.49,414231,428262,415643,207.82,3.23,3.36,7.72,54.7,26.75,73,55,54,36,58.12,1636,55,52,39,1427
8.1,415643,428989,405474,202.74,3.59,3.38,7.74,53.8,26.06,72,35,43,68,57.2,1634,63,46,39,1252
7.65,405474,427229,413554,206.78,3.3,3.35,7.71,54.48,26.24,72,38,45,74,58.14,1632,55,51,33,1408
8.13,413554,427440,403610,201.81,3.67,3.36,7.72,53.59,26.57,66,38,36,102,57.31,1625,57,44,32,1252
7.52,403610,424945,413525,206.76,3.23,3.34,7.69,54.75,26.18,68,39,43,63,58.16,1632,47,42,66,1435
7.77,413525,425840,379196,189.6,3.95,3.29,7.65,52.4,25.99,77,42,37,134,56.88,1559,53,37,61,1182
7.16,379196,400884,391559,195.78,3.24,3.32,7.68,52.99,26.03,85,45,35,106,57.21,1565,43,37,84,1207
7.09,391559,412245,400363,200.18,3.18,3.34,7.69,53.93,27.38,69,46,58,107,58.25,1572,44,45,59,1387
7.88,400363,412358,379473,189.74,3.81,3.34,7.69,52.87,25.97,73,36,56,75,56.54,1562,52,36,110,1156
7.6,379473,402323,383495,191.75,3.52,3.32,7.67,52.35,25.91,58,41,68,105,56.51,1574,51,28,75,1121
7.62,383495,408540,399940,199.97,3.42,3.36,7.71,54.47,27.13,60,38,47,97,58.23,1574,53,52,79,1365
7.4,399940,413024,400006,200.0,3.28,3.34,7.69,54.02,26.68,64,38,99,51,57.96,1571,49,57,71,1382
7.11,400006,412162,403664,201.83,3.12,3.31,7.67,54.95,25.67,63,34,75,20,58.06,1574,56,76,102,1420
7.84,403664,414023,391077,195.54,3.64,3.33,7.69,53.29,26.76,68,52,77,67,57.32,1562,48,50,76,1204
7.1,391077,411795,402095,201.05,3.14,3.34,7.69,54.41,25.79,66,53,58,62,58.3,1573,42,98,48,1407
7.07,402095,413183,402822,201.41,3.14,3.36,7.72,53.75,26.49,67,68,80,66,58.2,1577,37,82,23,1398
7.78,402822,414498,404698,202.35,3.4,3.34,7.7,54.8,26.88,66,56,76,26,58.32,1572,56,79,69,1414
8.14,404698,415575,388294,194.15,3.82,3.34,7.7,52.64,26.12,50,83,47,88,56.75,1576,57,51,48,1156
7.03,388294,411879,401864,200.93,3.14,3.34,7.7,54.29,25.52,42,73,29,88,58.07,1584,69,63,52,1379
7.31,401864,414568,406370,203.19,3.18,3.29,7.65,54.28,27.48,62,72,58,87,58.63,1576,59,63,23,1441
7.96,406370,416334,385507,192.75,3.78,3.31,7.67,53.37,25.67,65,45,48,62,56.79,1562,95,52,71,1202
6.59,385507,406485,398641,199.32,2.96,3.33,7.69,53.67,26.44,78,60,52,56,57.49,1567,80,34,73,1297
7.74,398641,415013,393408,196.7,3.56,3.33,7.69,53.88,26.56,69,57,23,84,57.48,1567,76,47,77,1216
7.12,393408,414416,403742,201.87,3.13,3.34,7.7,53.54,25.83,111,50,72,55,58.2,1564,48,43,57,1391
7.35,403742,415773,406587,203.29,3.21,3.34,7.7,54.1,26.38,94,37,73,60,58.32,1583,57,48,48,1410
7.43,406587,418279,408675,204.34,3.24,3.34,7.7,54.44,27.54,92,56,78,25,58.31,1585,57,26,81,1407
7.53,408675,420787,408189,204.09,3.26,3.31,7.67,54.62,26.17,65,53,55,30,57.83,1616,51,70,60,1396
7.72,408189,421855,412321,206.16,3.36,3.31,7.67,54.93,26.37,72,52,49,29,58.14,1622,42,70,64,1419
8.2,412321,425142,391508,195.75,3.83,3.29,7.64,53.41,26.35,77,27,67,63,57.0,1604,65,69,28,1214
8.07,391508,413798,389423,194.71,3.77,3.32,7.67,51.98,25.53,60,51,51,97,55.92,1618,55,42,26,1016
8.14,389423,421891,390444,195.22,3.81,3.31,7.67,52.78,26.22,54,54,46,118,56.96,1614,47,41,26,1196
7.67,390444,413783,406239,203.12,3.39,3.29,7.65,53.99,27.02,68,58,26,92,57.74,1617,32,57,50,1331
7.45,406239,423314,412432,206.22,3.25,3.31,7.66,54.98,26.88,70,44,27,57,58.07,1615,55,51,81,1453
7.15,412432,422942,414817,207.41,3.09,3.28,7.63,55.89,26.73,62,41,27,17,58.2,1621,60,55,117,1466
7.91,414817,425009,409933,204.97,3.46,3.26,7.61,54.98,26.06,42,61,48,36,57.96,1635,63,31,84,1369
7.42,409933,425755,414593,207.3,3.19,3.24,7.6,54.65,25.59,65,58,74,38,58.52,1630,48,32,55,1446
8.01,414593,426321,401084,200.54,3.63,3.3,7.65,52.83,26.14,69,53,93,65,57.17,1618,47,31,24,1216
7.49,401084,423918,410393,205.2,3.25,3.31,7.66,54.32,26.8,73,37,79,58,58.2,1605,65,50,33,1415
8.0,410393,422743,391248,195.62,3.73,3.29,7.65,53.31,26.69,61,37,47,90,56.86,1606,63,65,31,1227
